Student_ID,Gender,Study_Hours,Attendance,Assignment_Score,Math_Score,Science_Score,English_Score,Final_Score,Performance
398,Male,6,94.1,73.6,63.0,92.0,66.0,78.7,Very Good
399,Male,9,78.8,90.1,84.0,67.0,90.0,83.4,Very Good
400,Male,8,98.0,100.0,91.0,75.0,97.0,91.3,Excellent
401,Female,5,100.0,89.4,83.0,80.0,72.0,80.4,Very Good
402,Male,1,74.5,69.1,40.0,72.0,44.0,53.4,Average
403,Female,7,100.0,87.7,68.0,81.0,92.0,78.3,Very Good
404,Male,5,92.9,70.9,84.0,66.0,74.0,77.3,Very Good
405,Female,6,100.0,94.7,72.0,90.0,85.0,85.4,Very Good
406,Male,7,74.9,94.2,69.0,81.0,73.0,78.8,Very Good
407,Female,3,75.8,78.0,76.0,75.0,79.0,72.3,Good
408,Male,10,55.7,95.6,85.0,71.0,59.0,78.5,Very Good
409,Male,3,86.9,66.0,64.0,77.0,68.0,73.4,Good
410,Male,5,84.5,100.0,69.0,57.0,84.0,67.8,Good
411,Male,6,73.2,86.1,60.0,70.0,72.0,67.6,Good
412,Female,9,79.0,94.4,93.0,90.0,85.0,93.9,Excellent
413,Female,5,64.3,74.7,70.0,69.0,61.0,64.3,Good
414,Male,1,94.4,68.8,59.0,70.0,59.0,65.9,Good
415,Female,4,74.1,83.1,63.0,47.0,48.0,58.0,Average
416,Male,5,100.0,86.5,72.0,77.0,66.0,76.5,Very Good
417,Male,10,77.9,100.0,99.0,100.0,77.0,93.0,Excellent
418,Female,10,70.9,98.9,86.0,88.0,90.0,90.8,Excellent
419,Female,5,75.1,77.9,68.0,58.0,62.0,61.0,Good
420,Female,7,63.1,88.9,79.0,84.0,67.0,73.1,Good
421,Male,4,85.8,82.3,70.0,62.0,63.0,73.8,Good
422,Male,1,75.0,61.4,69.0,46.0,47.0,64.1,Good
423,Female,5,93.6,77.4,56.0,65.0,75.0,67.6,Good
424,Male,7,76.7,89.9,80.0,76.0,79.0,85.8,Very Good
425,Female,10,96.6,100.0,87.0,96.0,98.0,91.3,Excellent
426,Female,10,89.1,97.8,83.0,80.0,94.0,85.3,Very Good
427,Female,6,80.3,77.3,70.0,64.0,78.0,77.2,Very Good
428,Female,5,99.0,88.0,75.0,69.0,70.0,78.2,Very Good
429,Female,4,91.4,83.3,70.0,61.0,64.0,74.9,Good
430,Female,2,100.0,70.1,48.0,65.0,55.0,61.5,Good
431,Male,4,75.1,70.1,59.0,70.0,56.0,58.9,Average
432,Male,10,80.9,93.6,93.0,92.0,88.0,91.8,Excellent
433,Female,10,98.8,100.0,86.0,97.0,83.0,96.3,Excellent
434,Female,3,61.5,60.9,46.0,75.0,73.0,60.4,Good
435,Female,10,95.8,100.0,71.0,98.0,89.0,87.0,Very Good
436,Male,1,85.3,62.0,49.0,65.0,72.0,62.5,Good
437,Female,8,69.3,69.9,68.0,76.0,82.0,71.5,Good
438,Female,5,63.6,75.7,56.0,76.0,58.0,65.0,Good
439,Female,4,71.9,73.4,61.0,61.0,63.0,62.9,Good
440,Male,8,52.6,94.0,69.0,80.0,56.0,68.6,Good
441,Female,7,74.1,88.8,65.0,63.0,76.0,74.2,Good
442,Male,2,87.5,63.2,39.0,63.0,54.0,56.9,Average
443,Male,1,74.3,60.3,56.0,45.0,44.0,49.4,Average
444,Female,4,96.7,82.8,78.0,81.0,85.0,80.5,Very Good
445,Male,8,99.9,79.7,83.0,96.0,94.0,88.6,Very Good
446,Male,2,95.3,82.5,59.0,59.0,73.0,63.3,Good
447,Male,3,82.8,66.1,63.0,85.0,71.0,63.9,Good
448,Female,1,52.1,68.4,63.0,46.0,37.0,48.4,Average
449,Male,1,71.6,65.0,36.0,38.0,50.0,42.0,Average
450,Female,3,78.3,76.6,57.0,55.0,59.0,60.1,Good
451,Female,5,69.3,86.5,50.0,58.0,50.0,59.3,Average
452,Female,3,78.3,76.2,65.0,67.0,57.0,61.4,Good
453,Male,1,99.3,74.2,57.0,48.0,55.0,59.4,Average
454,Female,1,60.3,57.8,51.0,45.0,53.0,45.6,Average
455,Male,8,100.0,100.0,89.0,91.0,100.0,92.9,Excellent
456,Male,10,90.6,98.0,100.0,94.0,88.0,92.6,Excellent
457,Male,2,83.2,66.1,64.0,60.0,61.0,65.3,Good
458,Male,3,71.4,85.6,68.0,63.0,58.0,65.4,Good
459,Female,2,69.5,58.9,45.0,53.0,64.0,52.9,Average
460,Female,3,60.5,68.4,69.0,42.0,47.0,52.5,Average
461,Male,7,100.0,93.9,76.0,80.0,99.0,84.2,Very Good
462,Female,1,98.5,66.1,52.0,65.0,59.0,67.9,Good
463,Female,10,63.1,99.9,88.0,84.0,78.0,82.3,Very Good
464,Female,8,73.4,95.1,83.0,85.0,87.0,86.3,Very Good
465,Male,10,85.2,93.9,81.0,85.0,78.0,83.6,Very Good
466,Female,10,76.4,99.9,87.0,99.0,92.0,93.7,Excellent
467,Male,10,57.0,85.6,99.0,59.0,95.0,86.1,Very Good
468,Female,2,72.1,72.3,41.0,59.0,55.0,52.1,Average
469,Male,3,100.0,78.4,82.0,82.0,87.0,84.7,Very Good
470,Male,9,72.9,94.9,82.0,99.0,87.0,99.1,Excellent
471,Male,7,78.0,92.8,54.0,76.0,82.0,74.5,Good
472,Female,4,66.3,70.4,49.0,51.0,76.0,64.8,Good
473,Male,10,87.1,100.0,82.0,100.0,100.0,95.2,Excellent
474,Female,5,81.4,72.8,64.0,71.0,72.0,65.5,Good
475,Male,2,71.1,77.1,55.0,56.0,65.0,60.4,Good
476,Female,8,64.3,83.7,51.0,70.0,90.0,68.3,Good
477,Male,4,96.9,66.7,72.0,59.0,58.0,63.9,Good
478,Female,9,60.7,88.5,71.0,87.0,61.0,74.4,Good
479,Male,5,86.0,78.0,85.0,79.0,70.0,77.5,Very Good
480,Male,9,54.2,86.9,77.0,82.0,59.0,69.8,Good
481,Male,4,88.5,80.0,78.0,62.0,65.0,81.6,Very Good
482,Female,10,91.6,100.0,100.0,82.0,91.0,96.1,Excellent
483,Male,5,93.1,81.7,84.0,60.0,69.0,75.0,Very Good
484,Male,9,78.1,90.0,80.0,80.0,80.0,81.7,Very Good
485,Male,8,99.0,87.7,81.0,77.0,73.0,85.6,Very Good
486,Male,3,100.0,73.3,65.0,51.0,75.0,74.4,Good
487,Female,1,76.1,47.9,59.0,61.0,44.0,57.4,Average
488,Male,3,74.6,64.8,56.0,49.0,40.0,53.0,Average
489,Male,4,81.8,86.4,65.0,77.0,64.0,76.3,Very Good
490,Female,2,74.3,60.0,59.0,62.0,67.0,61.6,Good
491,Female,1,72.5,67.2,43.0,57.0,55.0,54.4,Average
492,Female,7,73.6,76.6,67.0,94.0,63.0,78.7,Very Good
493,Male,8,100.0,100.0,85.0,75.0,84.0,83.5,Very Good
494,Female,7,89.3,100.0,80.0,90.0,82.0,77.0,Very Good
495,Female,5,74.2,83.3,73.0,67.0,69.0,69.0,Good
496,Female,1,50.5,72.6,53.0,74.0,47.0,59.7,Average
497,Male,7,61.5,86.2,62.0,70.0,76.0,72.4,Good
498,Male,7,86.0,95.6,71.0,75.0,60.0,79.1,Very Good
499,Male,9,54.5,99.7,70.0,84.0,68.0,73.9,Good
500,Female,3,83.5,74.3,77.0,62.0,50.0,72.2,Good
501,Male,9,67.2,80.4,82.0,75.0,93.0,82.0,Very Good
502,Female,1,81.1,70.6,54.0,46.0,63.0,58.4,Average
503,Female,1,80.8,60.4,55.0,71.0,58.0,64.1,Good
504,Female,4,81.4,73.2,59.0,56.0,52.0,54.0,Average
505,Male,9,75.3,97.2,100.0,87.0,89.0,87.3,Very Good
506,Female,6,74.9,87.3,77.0,84.0,85.0,76.2,Very Good
507,Female,3,71.4,71.1,60.0,72.0,66.0,69.2,Good
508,Male,1,85.8,70.5,44.0,51.0,57.0,52.3,Average
509,Female,4,89.7,72.8,57.0,68.0,74.0,75.3,Very Good
510,Female,9,65.4,92.0,79.0,79.0,82.0,80.1,Very Good
511,Female,3,79.4,78.6,55.0,48.0,72.0,54.3,Average
512,Male,9,82.4,100.0,76.0,92.0,92.0,84.3,Very Good
513,Female,7,82.2,100.0,75.0,80.0,74.0,79.5,Very Good
514,Male,4,82.0,80.0,64.0,82.0,60.0,72.0,Good
515,Male,3,75.2,77.5,62.0,54.0,57.0,56.3,Average
516,Female,10,83.3,100.0,86.0,100.0,92.0,94.8,Excellent
517,Female,5,87.4,76.5,62.0,84.0,67.0,75.2,Very Good
518,Female,5,81.7,85.5,61.0,72.0,62.0,65.4,Good
519,Female,3,86.1,79.7,76.0,43.0,64.0,72.3,Good
520,Male,9,91.9,100.0,76.0,84.0,96.0,84.6,Very Good
521,Male,4,57.8,61.4,64.0,80.0,62.0,61.5,Good
522,Female,5,91.3,75.3,78.0,77.0,69.0,69.5,Good
523,Male,4,84.1,77.2,66.0,75.0,70.0,75.6,Very Good
524,Female,5,66.7,79.7,84.0,67.0,67.0,72.6,Good
525,Female,7,89.6,99.4,85.0,79.0,58.0,77.3,Very Good
526,Female,9,75.2,98.9,100.0,66.0,88.0,80.1,Very Good
527,Female,7,76.9,86.0,71.0,86.0,79.0,76.8,Very Good
528,Male,5,73.9,81.8,62.0,80.0,68.0,79.8,Very Good
529,Male,10,83.6,100.0,96.0,81.0,97.0,83.2,Very Good
530,Female,10,70.6,100.0,85.0,86.0,96.0,85.7,Very Good
531,Female,7,90.8,92.0,98.0,78.0,86.0,95.1,Excellent
532,Male,10,78.3,96.5,93.0,94.0,77.0,94.3,Excellent
533,Male,5,75.6,82.5,58.0,64.0,60.0,61.4,Good
534,Male,3,89.0,75.8,47.0,75.0,76.0,66.8,Good
535,Female,7,76.2,74.5,76.0,78.0,56.0,73.9,Good
536,Male,2,91.4,70.7,60.0,37.0,60.0,57.0,Average
537,Female,9,91.8,98.1,92.0,94.0,89.0,99.5,Excellent
538,Female,10,64.0,91.6,98.0,96.0,65.0,88.3,Very Good
539,Male,10,93.3,100.0,100.0,82.0,91.0,97.6,Excellent
540,Female,1,62.5,53.3,44.0,56.0,62.0,52.4,Average
541,Male,6,94.1,91.2,65.0,97.0,61.0,69.4,Good
542,Female,7,100.0,91.8,71.0,85.0,97.0,79.9,Very Good
543,Female,8,90.5,95.5,77.0,96.0,71.0,80.0,Very Good
544,Female,10,54.1,96.8,80.0,79.0,86.0,80.0,Very Good
545,Female,9,92.8,88.7,92.0,89.0,84.0,97.6,Excellent
546,Female,2,100.0,74.5,55.0,63.0,64.0,64.9,Good
547,Female,10,76.4,100.0,92.0,85.0,72.0,85.5,Very Good
548,Male,2,79.6,55.4,62.0,58.0,72.0,67.0,Good
549,Male,5,65.7,76.0,68.0,51.0,69.0,57.8,Average
550,Female,5,83.7,89.9,60.0,69.0,86.0,70.4,Good
551,Male,6,95.2,90.2,82.0,92.0,63.0,79.2,Very Good
552,Female,3,88.4,79.6,85.0,56.0,63.0,72.0,Good
553,Male,8,100.0,78.0,89.0,77.0,85.0,88.3,Very Good
554,Male,1,80.4,68.9,25.0,57.0,57.0,50.5,Average
555,Female,6,60.4,73.0,82.0,71.0,75.0,75.6,Very Good
556,Male,4,82.1,79.0,59.0,71.0,64.0,64.9,Good
557,Female,1,51.0,56.5,69.0,47.0,71.0,59.2,Average
558,Male,7,73.6,100.0,78.0,78.0,75.0,75.4,Very Good
559,Female,9,99.5,100.0,74.0,88.0,58.0,82.9,Very Good
560,Male,4,83.9,76.1,46.0,55.0,68.0,57.1,Average
561,Female,4,82.2,64.5,82.0,67.0,79.0,69.3,Good
562,Male,6,100.0,90.0,90.0,87.0,68.0,84.5,Very Good
563,Female,3,76.8,77.8,83.0,68.0,52.0,61.6,Good
564,Male,6,95.1,87.1,78.0,61.0,67.0,79.2,Very Good
565,Female,7,81.6,84.4,78.0,82.0,65.0,80.2,Very Good
566,Male,10,84.6,96.6,87.0,82.0,82.0,87.5,Very Good
567,Female,10,65.4,100.0,80.0,100.0,91.0,82.2,Very Good
568,Male,3,74.2,76.6,57.0,65.0,76.0,62.3,Good
569,Female,7,63.2,94.7,76.0,83.0,48.0,72.6,Good
570,Female,3,78.9,63.8,53.0,63.0,58.0,58.0,Average
571,Female,2,84.7,73.4,42.0,60.0,63.0,50.3,Average
572,Female,10,66.7,95.7,88.0,100.0,85.0,84.4,Very Good
573,Male,4,100.0,80.3,62.0,82.0,89.0,75.8,Very Good
574,Male,8,83.3,96.0,50.0,84.0,60.0,64.8,Good
575,Male,9,80.7,99.4,92.0,84.0,57.0,88.0,Very Good
576,Female,7,89.2,94.5,69.0,64.0,98.0,80.1,Very Good
577,Female,1,70.1,53.1,58.0,57.0,61.0,53.5,Average
578,Female,3,82.0,66.5,69.0,63.0,57.0,68.9,Good
579,Female,9,71.4,100.0,87.0,90.0,82.0,90.5,Excellent
580,Female,1,98.7,66.9,84.0,69.0,62.0,73.1,Good
581,Male,9,67.3,95.3,81.0,95.0,74.0,83.5,Very Good
582,Male,8,80.8,100.0,79.0,86.0,81.0,82.3,Very Good
583,Male,1,84.0,68.7,62.0,46.0,60.0,55.7,Average
584,Female,6,84.7,89.5,75.0,54.0,94.0,69.9,Good
585,Female,5,73.0,85.4,80.0,61.0,77.0,79.1,Very Good
586,Female,6,69.3,64.4,59.0,85.0,87.0,70.6,Good
587,Female,10,73.2,94.4,76.0,100.0,71.0,83.9,Very Good
588,Female,5,86.3,85.3,79.0,70.0,67.0,70.6,Good
589,Female,6,78.3,94.7,62.0,60.0,74.0,67.7,Good
590,Female,5,89.6,82.9,78.0,67.0,52.0,81.7,Very Good
591,Male,5,85.7,74.7,75.0,84.0,82.0,75.5,Very Good
592,Male,4,52.7,62.6,52.0,54.0,66.0,61.6,Good
593,Female,3,83.0,79.8,66.0,70.0,59.0,66.8,Good
594,Female,3,100.0,75.3,55.0,70.0,65.0,68.7,Good
595,Female,4,95.9,79.9,60.0,78.0,82.0,78.5,Very Good
596,Male,9,85.1,100.0,85.0,100.0,75.0,89.6,Very Good
597,Male,2,67.3,41.6,56.0,62.0,69.0,56.6,Average
598,Female,9,85.7,100.0,84.0,89.0,81.0,86.0,Very Good
599,Male,1,88.9,60.4,61.0,77.0,65.0,65.4,Good
600,Male,1,77.0,65.2,57.0,59.0,56.0,65.2,Good
601,Male,5,83.8,67.3,86.0,64.0,92.0,71.9,Good
602,Female,6,98.1,85.1,78.0,86.0,68.0,72.7,Good
603,Male,6,69.7,91.4,83.0,77.0,64.0,69.2,Good
604,Male,3,67.3,53.5,68.0,57.0,45.0,53.7,Average
605,Female,7,88.3,99.1,100.0,75.0,67.0,87.2,Very Good
606,Female,9,85.5,95.2,86.0,85.0,91.0,90.9,Excellent
607,Male,10,92.3,100.0,89.0,88.0,100.0,90.5,Excellent
608,Female,8,86.8,99.0,96.0,81.0,89.0,89.3,Very Good
609,Male,6,73.2,85.8,76.0,65.0,71.0,67.7,Good
610,Male,8,85.2,86.4,96.0,88.0,71.0,82.1,Very Good
611,Female,5,66.3,73.7,74.0,71.0,75.0,73.8,Good
612,Female,8,77.0,79.6,60.0,85.0,69.0,76.9,Very Good
613,Male,10,86.0,100.0,95.0,91.0,73.0,87.5,Very Good
614,Female,4,75.7,88.5,68.0,64.0,62.0,73.8,Good
615,Female,10,100.0,90.4,96.0,100.0,70.0,95.7,Excellent
616,Male,8,57.3,80.2,75.0,77.0,60.0,77.9,Very Good
617,Male,10,73.4,96.9,72.0,100.0,100.0,87.4,Very Good
618,Male,2,68.7,66.6,64.0,47.0,41.0,59.8,Average
619,Male,5,71.6,84.9,72.0,75.0,55.0,78.2,Very Good
620,Male,9,72.3,92.9,95.0,77.0,81.0,83.3,Very Good
621,Male,4,64.1,69.5,47.0,58.0,64.0,56.1,Average
622,Female,6,89.0,95.1,81.0,73.0,72.0,74.6,Good
623,Female,1,73.4,67.6,50.0,49.0,34.0,44.1,Average
624,Male,9,82.0,100.0,88.0,82.0,91.0,83.3,Very Good
625,Female,1,74.8,63.6,50.0,67.0,50.0,52.8,Average
626,Female,5,71.7,85.8,73.0,69.0,79.0,74.3,Good
627,Male,4,100.0,75.7,69.0,74.0,64.0,68.5,Good
628,Female,3,91.1,68.4,54.0,62.0,75.0,65.1,Good
629,Female,6,57.6,84.4,69.0,78.0,80.0,74.5,Good
630,Male,2,56.3,49.1,50.0,57.0,49.0,48.7,Average
631,Female,3,92.5,75.9,64.0,63.0,74.0,67.8,Good
632,Female,5,73.8,75.9,37.0,54.0,54.0,50.8,Average
633,Male,9,60.2,79.8,88.0,83.0,81.0,80.6,Very Good
634,Female,2,92.5,63.7,58.0,68.0,74.0,62.6,Good
635,Female,10,82.0,99.6,77.0,81.0,91.0,85.0,Very Good
636,Female,8,83.0,100.0,92.0,80.0,100.0,87.5,Very Good
637,Male,2,89.7,65.2,67.0,67.0,67.0,62.1,Good
638,Male,5,64.3,85.8,63.0,51.0,62.0,63.9,Good
639,Female,7,60.4,83.6,62.0,67.0,100.0,75.8,Very Good
640,Female,8,99.0,100.0,89.0,91.0,100.0,97.8,Excellent
641,Male,1,62.8,54.9,51.0,63.0,36.0,46.4,Average
642,Male,6,65.3,79.9,80.0,93.0,61.0,75.0,Very Good
643,Female,1,67.7,63.9,46.0,72.0,43.0,55.0,Average
644,Male,2,100.0,71.6,75.0,66.0,70.0,69.2,Good
645,Female,1,85.9,73.1,50.0,52.0,63.0,59.3,Average
646,Female,5,91.6,65.2,59.0,83.0,77.0,74.0,Good
647,Male,10,82.4,100.0,79.0,85.0,70.0,84.1,Very Good
648,Male,9,72.8,100.0,84.0,77.0,74.0,86.9,Very Good
649,Female,6,87.6,84.5,75.0,74.0,73.0,78.4,Very Good
650,Female,1,61.3,54.9,53.0,47.0,34.0,47.2,Average
651,Male,1,66.9,53.8,50.0,57.0,44.0,49.8,Average
652,Female,2,88.8,75.4,70.0,56.0,75.0,66.9,Good
653,Male,9,63.7,99.9,79.0,83.0,63.0,73.7,Good
654,Male,3,77.7,70.1,41.0,79.0,77.0,56.7,Average
655,Male,1,78.3,72.4,52.0,57.0,66.0,60.5,Good
656,Male,5,73.7,71.2,48.0,85.0,65.0,70.5,Good
657,Male,7,56.6,73.5,75.0,85.0,64.0,71.7,Good
658,Female,6,72.5,96.6,83.0,79.0,79.0,86.7,Very Good
659,Male,1,70.1,66.3,42.0,50.0,46.0,47.7,Average
660,Male,5,81.9,91.6,85.0,82.0,62.0,70.4,Good
661,Male,5,81.3,73.5,79.0,69.0,69.0,76.4,Very Good
662,Male,6,84.5,77.7,87.0,76.0,52.0,72.8,Good
663,Male,3,71.9,67.1,62.0,65.0,46.0,63.5,Good
664,Male,5,86.3,75.0,62.0,73.0,67.0,63.8,Good
665,Male,7,61.3,89.0,81.0,67.0,76.0,76.4,Very Good
666,Female,5,58.1,68.5,58.0,50.0,56.0,53.1,Average
667,Female,5,52.0,63.6,64.0,74.0,61.0,64.8,Good
668,Female,5,74.0,79.6,67.0,75.0,52.0,70.2,Good
669,Female,10,71.0,87.4,99.0,71.0,93.0,89.0,Very Good
670,Male,10,89.5,88.0,100.0,85.0,90.0,92.3,Excellent
671,Female,3,72.2,71.1,59.0,63.0,64.0,56.6,Average
672,Male,1,83.3,50.8,35.0,61.0,62.0,55.0,Average
673,Female,5,89.8,88.7,66.0,58.0,72.0,73.2,Good
674,Female,9,71.8,82.8,91.0,83.0,76.0,79.0,Very Good
675,Male,1,83.6,47.0,58.0,62.0,68.0,56.5,Average
676,Male,3,92.0,72.6,50.0,63.0,67.0,66.4,Good
677,Female,4,65.1,73.4,44.0,66.0,61.0,56.9,Average
678,Female,1,80.3,68.0,56.0,51.0,56.0,52.6,Average
679,Female,1,71.8,63.3,41.0,63.0,54.0,54.0,Average
680,Female,8,65.9,80.0,69.0,71.0,74.0,69.3,Good
681,Male,2,61.6,69.1,60.0,44.0,60.0,55.7,Average
682,Female,8,65.7,96.1,90.0,79.0,66.0,78.5,Very Good
683,Female,7,80.7,78.5,71.0,64.0,67.0,68.8,Good
684,Female,10,60.7,93.7,85.0,64.0,87.0,83.8,Very Good
685,Female,10,73.4,96.2,88.0,99.0,83.0,79.8,Very Good
686,Female,2,89.8,72.2,59.0,52.0,71.0,64.3,Good
687,Male,6,85.4,83.7,76.0,63.0,78.0,77.8,Very Good
688,Male,6,73.6,81.9,80.0,65.0,65.0,69.3,Good
689,Male,3,100.0,82.1,60.0,60.0,73.0,71.1,Good
690,Male,2,100.0,64.1,48.0,63.0,76.0,58.9,Average
691,Male,1,80.3,70.0,71.0,45.0,60.0,57.4,Average
692,Female,6,50.4,85.7,77.0,72.0,73.0,69.2,Good
693,Male,5,90.6,95.7,62.0,80.0,70.0,77.5,Very Good
694,Male,9,52.5,72.0,80.0,67.0,86.0,67.9,Good
695,Female,1,97.7,67.0,69.0,54.0,54.0,68.5,Good
696,Male,7,93.0,75.5,89.0,77.0,82.0,81.5,Very Good
697,Male,5,100.0,65.5,80.0,74.0,99.0,83.8,Very Good
698,Male,5,83.1,81.9,69.0,83.0,75.0,77.6,Very Good
699,Male,2,75.7,63.7,74.0,70.0,54.0,66.0,Good
700,Female,3,74.6,73.0,63.0,87.0,57.0,65.9,Good
701,Female,7,73.4,90.2,71.0,54.0,74.0,74.4,Good
702,Male,6,91.8,96.9,86.0,69.0,84.0,79.7,Very Good
703,Female,2,88.5,70.6,61.0,80.0,63.0,64.9,Good
704,Male,6,81.4,100.0,78.0,57.0,66.0,75.5,Very Good
705,Female,2,71.3,68.3,58.0,75.0,51.0,61.9,Good
706,Female,2,100.0,87.7,68.0,66.0,65.0,75.1,Very Good
707,Female,2,90.9,52.1,51.0,64.0,62.0,58.7,Average
708,Female,3,60.8,78.0,43.0,46.0,63.0,49.8,Average
709,Female,2,73.8,65.0,71.0,54.0,67.0,64.2,Good
710,Female,4,91.2,63.2,71.0,87.0,96.0,77.9,Very Good
711,Female,9,70.4,97.0,91.0,83.0,66.0,80.0,Very Good
712,Female,6,84.2,82.6,57.0,71.0,80.0,73.9,Good
713,Female,1,91.4,71.5,68.0,63.0,59.0,72.1,Good
714,Female,8,40.0,90.1,67.0,70.0,52.0,64.0,Good
715,Female,7,78.7,75.8,70.0,82.0,88.0,74.2,Good
716,Male,10,79.2,100.0,89.0,81.0,90.0,87.3,Very Good
717,Female,3,75.1,70.8,51.0,61.0,69.0,62.5,Good
718,Male,1,83.6,75.7,55.0,50.0,40.0,54.5,Average
719,Female,5,87.9,80.3,71.0,55.0,69.0,72.9,Good
720,Male,4,81.7,72.7,77.0,72.0,55.0,72.2,Good
721,Male,10,75.5,99.1,100.0,77.0,100.0,87.3,Very Good
722,Male,8,87.6,94.7,99.0,83.0,92.0,89.1,Very Good
723,Female,1,80.6,58.8,32.0,65.0,49.0,44.6,Average
724,Female,10,77.2,95.3,80.0,74.0,70.0,83.3,Very Good
725,Female,1,64.3,50.3,27.0,58.0,54.0,37.4,Needs Improvement
726,Female,4,61.2,67.8,49.0,60.0,73.0,54.1,Average
727,Male,8,64.0,93.4,72.0,69.0,58.0,68.1,Good
728,Female,5,83.3,79.7,75.0,92.0,61.0,78.8,Very Good
729,Female,2,79.1,75.8,53.0,59.0,48.0,54.7,Average
730,Female,6,62.2,78.1,65.0,65.0,77.0,66.7,Good
731,Female,5,87.8,70.5,74.0,65.0,67.0,68.8,Good
732,Female,2,96.5,76.9,45.0,73.0,60.0,62.8,Good
733,Female,3,72.8,64.8,52.0,55.0,63.0,52.3,Average
734,Female,9,59.1,88.9,76.0,89.0,69.0,74.4,Good
735,Female,7,71.5,95.8,74.0,76.0,59.0,80.0,Very Good
736,Male,7,90.3,81.3,81.0,92.0,92.0,88.0,Very Good
737,Male,6,86.6,87.0,91.0,66.0,88.0,84.8,Very Good
738,Female,8,68.9,88.9,88.0,71.0,78.0,79.8,Very Good
739,Female,4,98.3,86.2,63.0,69.0,72.0,70.4,Good
740,Female,8,96.2,100.0,83.0,84.0,95.0,90.3,Excellent
741,Female,4,71.2,75.9,61.0,61.0,65.0,66.2,Good
742,Male,8,71.1,86.9,75.0,100.0,73.0,85.3,Very Good
743,Male,9,72.9,98.0,87.0,100.0,81.0,88.4,Very Good
744,Female,3,73.9,81.2,42.0,65.0,75.0,64.7,Good
745,Male,3,91.4,74.6,74.0,70.0,66.0,61.1,Good
746,Male,2,85.1,67.1,76.0,59.0,54.0,68.1,Good
747,Female,10,90.5,100.0,90.0,82.0,89.0,87.6,Very Good
748,Female,3,88.1,74.3,61.0,64.0,71.0,68.5,Good
749,Female,3,100.0,66.3,69.0,76.0,72.0,69.6,Good
750,Male,5,67.3,78.7,77.0,81.0,72.0,69.5,Good
751,Male,5,84.6,70.4,68.0,82.0,62.0,72.7,Good
752,Female,2,53.9,64.5,61.0,38.0,61.0,46.8,Average
753,Female,10,64.2,89.7,91.0,83.0,82.0,83.2,Very Good
754,Male,6,79.1,84.1,97.0,60.0,65.0,73.2,Good
755,Male,5,85.0,84.4,68.0,84.0,78.0,75.7,Very Good
756,Female,6,78.8,100.0,54.0,70.0,68.0,71.4,Good
757,Male,1,73.2,68.2,38.0,54.0,39.0,45.4,Average
758,Female,5,75.3,89.7,69.0,75.0,58.0,71.3,Good
759,Female,9,96.4,100.0,100.0,100.0,84.0,98.9,Excellent
760,Male,10,75.4,100.0,82.0,92.0,90.0,85.7,Very Good
761,Male,2,100.0,75.3,61.0,62.0,55.0,61.0,Good
762,Male,1,89.5,57.8,63.0,46.0,56.0,62.3,Good
763,Female,10,85.5,100.0,82.0,100.0,75.0,87.8,Very Good
764,Female,9,65.7,86.6,76.0,81.0,89.0,82.6,Very Good
765,Female,10,91.2,99.6,81.0,100.0,100.0,95.4,Excellent
766,Female,9,74.1,100.0,96.0,96.0,97.0,89.3,Very Good
767,Female,9,65.7,93.3,98.0,78.0,89.0,84.1,Very Good
768,Female,6,86.2,78.5,60.0,62.0,82.0,70.9,Good
769,Male,8,63.3,98.8,76.0,81.0,55.0,66.0,Good
770,Female,1,70.9,69.4,66.0,47.0,56.0,56.4,Average
771,Female,10,79.9,100.0,94.0,90.0,81.0,86.4,Very Good
772,Female,4,100.0,65.0,66.0,83.0,79.0,79.3,Very Good
773,Female,1,71.8,77.5,36.0,37.0,29.0,42.7,Average
774,Male,8,74.5,86.2,92.0,84.0,80.0,89.4,Very Good
775,Female,1,88.8,72.4,60.0,66.0,56.0,62.2,Good
776,Male,3,65.1,88.5,44.0,68.0,70.0,60.6,Good
777,Male,4,85.3,94.6,79.0,55.0,82.0,72.6,Good
778,Female,8,94.5,87.8,70.0,90.0,73.0,78.3,Very Good
779,Female,6,76.3,71.5,71.0,86.0,63.0,83.9,Very Good
780,Male,10,92.3,100.0,90.0,97.0,91.0,96.9,Excellent
781,Male,7,83.5,90.0,95.0,78.0,94.0,83.4,Very Good
782,Female,8,71.2,85.8,77.0,92.0,78.0,92.0,Excellent
783,Male,2,77.6,72.4,55.0,52.0,46.0,53.1,Average
784,Female,10,75.4,97.5,75.0,74.0,79.0,80.4,Very Good
785,Female,8,78.9,97.3,75.0,80.0,81.0,84.1,Very Good
786,Male,3,81.8,73.0,54.0,69.0,65.0,57.3,Average
787,Female,7,87.1,95.6,72.0,91.0,70.0,76.8,Very Good
788,Female,3,86.1,66.4,64.0,70.0,58.0,71.6,Good
789,Female,7,50.8,92.1,46.0,80.0,59.0,62.5,Good
790,Male,2,78.8,73.3,43.0,70.0,70.0,64.6,Good
791,Male,10,61.9,100.0,84.0,82.0,73.0,79.7,Very Good
792,Male,6,76.7,74.2,74.0,72.0,67.0,71.3,Good
793,Female,3,78.5,85.2,59.0,76.0,57.0,73.1,Good
794,Male,3,91.7,74.8,65.0,54.0,49.0,62.7,Good
795,Male,9,79.6,100.0,82.0,90.0,74.0,83.0,Very Good
796,Male,7,83.1,86.2,79.0,72.0,89.0,77.2,Very Good
